event_id,event_type,location,venue_type,venue_name,guest_count,season,event_date,duration_hours,photography_cost,photographer_name,photographer_contact,photographer_rating,photographer_experience,decoration_cost,decorator_name,decorator_contact,decorator_rating,decorator_experience,catering_cost,catering_per_person,caterer_name,caterer_contact,caterer_rating,caterer_experience,venue_cost,venue_contact,music_dj_cost,music_dj_name,music_dj_contact,music_dj_rating,music_dj_experience,videography_cost,videographer_name,videographer_contact,videographer_rating,videographer_experience,miscellaneous_cost,total_cost,total budget,cost_per_guest,has_music,has_videography,payment_status,booking_advance
EV1189,Birthday,Negombo,Home Garden,Home Garden - Negombo,138,Off Season (May-Sep),06/07/2024,4,36142,Elite Photography,077-1311004,4.9,15,37837,Flower Paradise,077-1004340,4.8,12,400027,2898,Spice Garden Catering,077-1986368,4.5,10,41917,011-5960000,92948,Live Band Entertainment,077-3529053,4.9,15,110827,Motion Pictures,077-3899464,4.6,9,14695,758183,"101,188",5494,Yes,Yes,Paid,236670
EV1190,Anniversary,Galle,Beach Resort,Beach Resort - Galle,173,Peak Season (Dec-Jan),07/09/2024,5,69476,Golden Hour Photography,077-7052857,4.7,13,112555,Classic Touch,077-8473910,4.4,6,463363,2678,Flavors Catering,077-1495869,4.4,7,467193,011-3658434,0,N/A,N/A,0,0,107323,Motion Pictures,077-3807665,4.6,9,52586,1238135,"101,189",7156,No,Yes,Paid,251034
EV1191,Engagement,Batticaloa,Hotel Ballroom,Hotel Ballroom - Batticaloa,191,Regular Season,09/01/2024,12,32415,Sunset Photography,077-6715580,4.8,10,27694,Creative Designs,077-6672114,4.3,5,196997,1031,Gourmet Lanka,077-1081973,4.9,18,173983,011-6929993,0,N/A,N/A,0,0,47617,Epic Moments,077-6683777,4.9,14,39415,542430,"101,190",2839,No,Yes,Paid,141428
EV1192,Wedding,Kurunegala,Home Garden,Home Garden - Kurunegala,240,Regular Season,29/02/2024,8,37889,Elite Photography,077-6435024,4.9,15,38384,Floral Fantasy,077-1771499,4.6,9,410880,1712,Heritage Foods,077-5349498,4.7,13,33876,011-9605656,22579,Celebration Sounds,077-7733805,4.4,6,50215,Cinematic Dreams,077-3453442,4.8,12,24808,621153,"101,191",2588,Yes,Yes,Paid,184730
EV1193,Anniversary,Kurunegala,Convention Center,Convention Center - Kurunegala,115,Regular Season,29/06/2024,5,38950,Golden Hour Photography,077-2264604,4.7,13,76849,Royal Events Decor,077-2443563,4.9,15,269100,2340,Feast Makers,077-1916059,4.6,9,108785,011-5315946,68219,Celebration Sounds,077-8327521,4.4,6,84653,Cinema Visions,077-8679439,4.8,11,33586,706874,"101,192",6146,Yes,Yes,Paid,279687
EV1194,Corporate Event,Galle,Home Garden,Home Garden - Galle,209,Regular Season,06/04/2025,4,47871,Elite Photography,077-8357476,4.9,15,73174,Creative Designs,077-1244778,4.3,5,227475,1088,Elite Catering,077-5536680,4.8,16,46026,011-5694308,70999,DJ Paradise,077-1046019,4.7,11,77014,Motion Pictures,077-5911117,4.6,9,23577,649535,"101,193",3107,Yes,Yes,Paid,192583
EV1195,Engagement,Negombo,Community Hall,Community Hall - Negombo,97,Off Season (May-Sep),28/08/2025,4,46752,Vision Studios,077-9116267,4.5,7,44298,Stylish Setups,077-4096927,4.5,8,204185,2105,Flavors Catering,077-2214089,4.4,7,78405,011-3294355,88595,Music Magic,077-5180346,4.5,7,0,N/A,N/A,0,0,53157,527164,"101,194",5434,Yes,No,Paid,108265
EV1196,Corporate Event,Matara,Community Hall,Community Hall - Matara,251,Regular Season,26/02/2024,8,38491,Golden Hour Photography,077-4448378,4.7,13,46093,Flower Paradise,077-1517177,4.8,12,413321,1646,Flavors Catering,077-4392095,4.4,7,71902,011-9565468,0,N/A,N/A,0,0,48343,Motion Pictures,077-5507497,4.6,9,40359,631665,"101,195",2516,No,Yes,Paid,230071
EV1197,Birthday,Anuradhapura,Convention Center,Convention Center - Anuradhapura,46,Off Season (May-Sep),03/08/2024,5,34372,Golden Hour Photography,077-2666198,4.7,13,38352,Luxury Decor,077-5664006,4.8,14,90109,1958,Flavors Catering,077-5020045,4.4,7,174695,011-4076352,21737,Music Magic,077-8468205,4.5,7,0,N/A,N/A,0,0,11049,421316,"101,196",9159,Yes,No,Paid,167925
EV1198,Corporate Event,Nuwara Eliya,Home Garden,Home Garden - Nuwara Eliya,129,Peak Season (Dec-Jan),31/07/2024,6,63380,Candid Clicks,077-9783258,4.4,6,77099,Royal Events Decor,077-3503843,4.9,15,307058,2380,Heritage Foods,077-5873277,4.7,13,58692,011-8377967,53691,Live Band Entertainment,077-9379755,4.9,15,60721,Cinema Visions,077-6160775,4.8,11,44918,689396,"101,197",5344,Yes,Yes,Paid,175665
EV1199,Anniversary,Batticaloa,Convention Center,Convention Center - Batticaloa,200,Off Season (May-Sep),08/07/2024,12,29609,Creative Lens Studio,077-3671185,4.5,8,33339,Classic Touch,077-3058110,4.4,6,405180,2025,Royal Caterers,077-6268771,4.8,15,110997,011-6724354,30905,Live Band Entertainment,077-1399472,4.9,15,60987,Motion Pictures,077-1239889,4.6,9,43517,795589,"101,198",3977,Yes,Yes,Partial,270289
EV1200,Wedding,Negombo,Hotel Ballroom,Hotel Ballroom - Negombo,298,Peak Season (Dec-Jan),13/06/2024,8,64766,Candid Clicks,077-2417992,4.4,6,100184,Luxury Decor,077-2656424,4.8,14,352012,1181,Gourmet Lanka,077-7742249,4.9,18,349792,011-7751415,50857,DJ Paradise,077-6202894,4.7,11,0,N/A,N/A,0,0,46716,1077698,"101,199",3616,Yes,No,Paid,310413
EV1201,Anniversary,Matara,Home Garden,Home Garden - Matara,142,Regular Season,01/02/2025,4,36571,Royal Pictures,077-7102826,4.6,9,67650,Stylish Setups,077-2040574,4.5,8,251013,1767,Heritage Foods,077-5823753,4.7,13,26568,011-6808570,44408,Music Magic,077-9714211,4.5,7,0,N/A,N/A,0,0,34755,444426,"101,200",3129,Yes,No,Partial,135925
EV1202,Engagement,Batticaloa,Home Garden,Home Garden - Batticaloa,116,Regular Season,04/09/2024,12,27413,Perfect Frames,077-9827945,4.8,11,27291,Modern Elegance,077-8244310,4.7,10,175600,1513,Gourmet Lanka,077-5624291,4.9,18,37927,011-2291093,53089,Celebration Sounds,077-2035212,4.4,6,75770,Motion Pictures,077-7373723,4.6,9,40626,475310,"101,201",4097,Yes,Yes,Partial,108341
EV1203,Anniversary,Anuradhapura,Hotel Ballroom,Hotel Ballroom - Anuradhapura,102,Peak Season (Dec-Jan),11/11/2024,5,38724,Moments Captured,077-9921738,4.7,12,44250,Flower Paradise,077-6425471,4.8,12,185466,1818,Gourmet Lanka,077-6756902,4.9,18,209684,011-6387830,35363,Rhythm Masters,077-9357614,4.6,9,70125,Cinema Visions,077-6365061,4.8,11,10834,594635,"101,202",5829,Yes,Yes,Paid,134795
EV1204,Corporate Event,Jaffna,Temple Hall,Temple Hall - Jaffna,76,Peak Season (Dec-Jan),15/09/2024,10,61347,Royal Pictures,077-5052299,4.6,9,81872,Flower Paradise,077-6505921,4.8,12,105176,1383,Gourmet Lanka,077-6856884,4.9,18,33816,011-5333772,34742,Rhythm Masters,077-8117129,4.6,9,76239,Epic Moments,077-8248196,4.9,14,45020,497408,"101,203",6544,Yes,Yes,Paid,164845
EV1205,Birthday,Batticaloa,Community Hall,Community Hall - Batticaloa,120,Regular Season,18/10/2024,8,38244,Vision Studios,077-8894132,4.5,7,35307,Floral Fantasy,077-8061616,4.6,9,158652,1322,Gourmet Lanka,077-3820596,4.9,18,34235,011-6965310,25603,Party Beats,077-4287096,4.5,8,0,N/A,N/A,0,0,24555,320174,"101,204",2668,Yes,No,Partial,115371
EV1206,Engagement,Kurunegala,Temple Hall,Temple Hall - Kurunegala,214,Peak Season (Dec-Jan),03/02/2024,12,50991,Royal Pictures,077-1151470,4.6,9,80012,Flower Paradise,077-4151981,4.8,12,418584,1956,Elite Catering,077-8620153,4.8,16,68125,011-3332492,64543,Live Band Entertainment,077-2692137,4.9,15,81552,Motion Pictures,077-3157652,4.6,9,30500,774799,"101,205",3620,Yes,Yes,Paid,275184
EV1207,Corporate Event,Galle,Hotel Ballroom,Hotel Ballroom - Galle,212,Regular Season,19/03/2024,12,41982,Candid Clicks,077-4559078,4.4,6,92868,Modern Elegance,077-6919121,4.7,10,344457,1624,Heritage Foods,077-1611857,4.7,13,275199,011-6378213,0,N/A,N/A,0,0,0,N/A,N/A,0,0,29070,781354,"101,206",3685,No,No,Paid,201268
EV1208,Birthday,Anuradhapura,Community Hall,Community Hall - Anuradhapura,60,Peak Season (Dec-Jan),25/02/2025,4,33046,Vision Studios,077-6813727,4.5,7,89108,Flower Paradise,077-1826617,4.8,12,103283,1721,Gourmet Lanka,077-9184918,4.9,18,42354,011-4348976,74045,Sound Wave DJs,077-7192010,4.7,10,46124,Motion Pictures,077-1242978,4.6,9,42447,473707,"101,207",7895,Yes,Yes,Paid,164613
EV1209,Birthday,Kandy,Hotel Ballroom,Hotel Ballroom - Kandy,139,Regular Season,01/07/2025,4,34014,Golden Hour Photography,077-5052136,4.7,13,54470,Creative Designs,077-3167929,4.3,5,216117,1554,Feast Makers,077-9203440,4.6,9,139177,011-5982199,0,N/A,N/A,0,0,84940,Cinema Visions,077-4701250,4.8,11,53497,632015,"101,208",4546,No,Yes,Partial,181535
EV1210,Corporate Event,Kurunegala,Temple Hall,Temple Hall - Kurunegala,66,Off Season (May-Sep),13/01/2025,10,27523,Perfect Frames,077-4643269,4.8,11,44302,Dream Decorations,077-3139713,4.5,7,96096,1456,Elite Catering,077-5467033,4.8,16,27011,011-3503507,0,N/A,N/A,0,0,0,N/A,N/A,0,0,16930,211737,"101,209",3208,No,No,Partial,72321
EV1211,Birthday,Galle,Hotel Ballroom,Hotel Ballroom - Galle,149,Off Season (May-Sep),29/08/2024,4,33840,Creative Lens Studio,077-2172236,4.5,8,68661,Royal Events Decor,077-3207839,4.9,15,161456,1083,Gourmet Lanka,077-1728150,4.9,18,239157,011-3854279,87885,Rhythm Masters,077-8548442,4.6,9,0,N/A,N/A,0,0,47110,633670,"101,210",4252,Yes,No,Paid,214010
EV1212,Wedding,Kandy,Community Hall,Community Hall - Kandy,456,Off Season (May-Sep),23/04/2024,3,27240,Elite Photography,077-5632292,4.9,15,47762,Creative Designs,077-5218276,4.3,5,1280584,2808,Flavors Catering,077-4180788,4.4,7,72460,011-5304054,52512,DJ Paradise,077-5214194,4.7,11,99041,Epic Moments,077-4617009,4.9,14,36008,1549644,"101,211",3398,Yes,Yes,Partial,392693
EV1213,Corporate Event,Negombo,Temple Hall,Temple Hall - Negombo,200,Peak Season (Dec-Jan),08/11/2025,12,41021,Creative Lens Studio,077-8483265,4.5,8,116005,Classic Touch,077-6362126,4.4,6,228750,1143,Spice Garden Catering,077-9093392,4.5,10,85770,011-2892745,0,N/A,N/A,0,0,75331,Cinematic Dreams,077-1945869,4.8,12,54165,646384,"101,212",3231,No,Yes,Paid,153626
EV1214,Corporate Event,Negombo,Hotel Ballroom,Hotel Ballroom - Negombo,61,Peak Season (Dec-Jan),10/07/2025,8,48106,Golden Hour Photography,077-8759816,4.7,13,85182,Elegant Decor,077-1466573,4.6,8,141291,2316,Taste of Ceylon,077-5048832,4.7,12,375670,011-4426781,34878,Music Magic,077-5600609,4.5,7,0,N/A,N/A,0,0,51775,797043,"101,213",13066,Yes,No,Partial,261067
EV1215,Birthday,Kandy,Restaurant,Restaurant - Kandy,134,Regular Season,17/07/2024,5,31200,Dream Shots,077-9383533,4.3,5,59686,Modern Elegance,077-7641819,4.7,10,216818,1618,Heritage Foods,077-7486152,4.7,13,75751,011-5011303,79998,Celebration Sounds,077-7055412,4.4,6,0,N/A,N/A,0,0,16623,466463,"101,214",3481,Yes,No,Partial,123818
EV1216,Anniversary,Colombo,Convention Center,Convention Center - Colombo,96,Peak Season (Dec-Jan),14/01/2025,5,69065,Perfect Frames,077-7178480,4.8,11,142476,Modern Elegance,077-4321219,4.7,10,182380,1899,Spice Garden Catering,077-8602748,4.5,10,248637,011-7378557,57916,Elite Entertainment,077-3188785,4.8,12,50493,Video Art Studio,077-4856279,4.5,7,38365,825634,"101,215",8600,Yes,Yes,Partial,230599
EV1217,Wedding,Kurunegala,Restaurant,Restaurant - Kurunegala,223,Peak Season (Dec-Jan),21/12/2024,10,52600,Dream Shots,077-6224378,4.3,5,42939,Classic Touch,077-4190898,4.4,6,427268,1916,Divine Dishes,077-3564045,4.6,8,91453,011-3394149,60627,Sound Wave DJs,077-7195501,4.7,10,81063,Motion Pictures,077-1552596,4.6,9,23127,858108,"101,216",3848,Yes,Yes,Paid,294554
EV1218,Corporate Event,Nuwara Eliya,Garden Venue,Garden Venue - Nuwara Eliya,192,Off Season (May-Sep),05/11/2025,6,49047,Candid Clicks,077-6212745,4.4,6,56932,Elegant Decor,077-6091017,4.6,8,300768,1566,Elite Catering,077-7698112,4.8,16,167446,011-5615000,0,N/A,N/A,0,0,0,N/A,N/A,0,0,15047,619383,"101,217",3225,No,No,Partial,170613
EV1219,Corporate Event,Batticaloa,Temple Hall,Temple Hall - Batticaloa,287,Peak Season (Dec-Jan),21/05/2024,6,44909,Sunset Photography,077-7325070,4.8,10,73864,Creative Designs,077-7380757,4.3,5,290587,1012,Gourmet Lanka,077-3455225,4.9,18,49116,011-3767606,0,N/A,N/A,0,0,52195,Video Art Studio,077-3395005,4.5,7,18741,586880,"101,218",2044,No,Yes,Paid,169951
EV1220,Birthday,Matara,Restaurant,Restaurant - Matara,121,Peak Season (Dec-Jan),26/10/2024,6,38319,Dream Shots,077-6929706,4.3,5,111092,Luxury Decor,077-2679904,4.8,14,292287,2415,Feast Makers,077-6004008,4.6,9,197448,011-7028931,85094,Elite Entertainment,077-7481628,4.8,12,0,N/A,N/A,0,0,42028,744100,"101,219",6149,Yes,No,Paid,230201
EV1221,Anniversary,Batticaloa,Garden Venue,Garden Venue - Batticaloa,168,Off Season (May-Sep),25/10/2024,12,23371,Vision Studios,077-6028059,4.5,7,36578,Floral Fantasy,077-5581399,4.6,9,198525,1181,Delicious Bites,077-1789367,4.3,6,150389,011-9131108,54662,Live Band Entertainment,077-4822824,4.9,15,0,N/A,N/A,0,0,28110,475575,"101,220",2830,Yes,No,Paid,177753
EV1222,Engagement,Negombo,Hotel Ballroom,Hotel Ballroom - Negombo,111,Regular Season,24/09/2025,12,48486,Dream Shots,077-3646646,4.3,5,85472,Creative Designs,077-3683397,4.3,5,130286,1173,Divine Dishes,077-1466456,4.6,8,194308,011-2644067,70140,Celebration Sounds,077-7468552,4.4,6,103613,Epic Moments,077-4608129,4.9,14,12692,699621,"101,221",6302,Yes,Yes,Paid,210050
EV1223,Corporate Event,Kandy,Hotel Ballroom,Hotel Ballroom - Kandy,210,Peak Season (Dec-Jan),28/06/2025,3,44815,Moments Captured,077-1763389,4.7,12,66037,Royal Events Decor,077-4080145,4.9,15,229183,1091,Feast Makers,077-5100456,4.6,9,255761,011-3025030,0,N/A,N/A,0,0,79240,Dream Videos,077-8154596,4.7,10,53200,716287,"101,222",3410,No,Yes,Partial,170089
EV1224,Wedding,Kandy,Community Hall,Community Hall - Kandy,459,Regular Season,23/05/2025,12,40815,Sunset Photography,077-5932935,4.8,10,64559,Royal Events Decor,077-6182606,4.9,15,1044087,2274,Royal Caterers,077-9885199,4.8,15,42428,011-4000330,0,N/A,N/A,0,0,0,N/A,N/A,0,0,37331,1354049,"101,223",2949,No,No,Paid,539233
EV1225,Engagement,Matara,Community Hall,Community Hall - Matara,98,Peak Season (Dec-Jan),10/04/2025,3,41151,Royal Pictures,077-4983170,4.6,9,53542,Classic Touch,077-9718692,4.4,6,188865,1927,Elite Catering,077-1162240,4.8,16,43911,011-9222990,35435,Celebration Sounds,077-4390767,4.4,6,98321,Epic Moments,077-5748492,4.9,14,13391,455307,"101,224",4645,Yes,Yes,Paid,107336
EV1226,Birthday,Kandy,Temple Hall,Temple Hall - Kandy,115,Peak Season (Dec-Jan),12/07/2025,3,50371,Sunset Photography,077-2656383,4.8,10,113226,Elegant Decor,077-8325821,4.6,8,126298,1098,Flavors Catering,077-8840369,4.4,7,74074,011-6731170,34120,Rhythm Masters,077-6810325,4.6,9,0,N/A,N/A,0,0,14734,410366,"101,225",3568,Yes,No,Paid,95666
EV1227,Birthday,Kandy,Home Garden,Home Garden - Kandy,116,Off Season (May-Sep),16/06/2025,8,40629,Sunset Photography,077-5304858,4.8,10,36423,Flower Paradise,077-3840131,4.8,12,137535,1185,Royal Caterers,077-8252962,4.8,15,15114,011-5711317,30223,Music Magic,077-4923551,4.5,7,0,N/A,N/A,0,0,36603,305243,"101,226",2631,Yes,No,Paid,71465
EV1228,Wedding,Nuwara Eliya,Restaurant,Restaurant - Nuwara Eliya,192,Regular Season,24/12/2025,8,33007,Perfect Frames,077-6367199,4.8,11,69756,Modern Elegance,077-3748387,4.7,10,604281,3147,Divine Dishes,077-5885750,4.6,8,112881,011-5463324,53462,Sound Wave DJs,077-9210573,4.7,10,0,N/A,N/A,0,0,40238,915353,"101,227",4767,Yes,No,Partial,194473
EV1229,Anniversary,Batticaloa,Temple Hall,Temple Hall - Batticaloa,155,Off Season (May-Sep),01/10/2025,6,24820,Golden Hour Photography,077-8413280,4.7,13,24137,Stylish Setups,077-3801760,4.5,8,297414,1918,Taste of Ceylon,077-8626291,4.7,12,40865,011-7379118,0,N/A,N/A,0,0,0,N/A,N/A,0,0,9458,448483,"101,228",2893,No,No,Partial,111436
EV1230,Birthday,Batticaloa,Hotel Ballroom,Hotel Ballroom - Batticaloa,45,Peak Season (Dec-Jan),03/04/2024,8,33387,Vision Studios,077-1494428,4.5,7,41999,Royal Events Decor,077-3999265,4.9,15,94689,2104,Spice Garden Catering,077-6080960,4.5,10,188752,011-2347769,0,N/A,N/A,0,0,28829,Dream Videos,077-7731518,4.7,10,13304,384082,"101,229",8535,No,Yes,Paid,81749
EV1231,Anniversary,Kurunegala,Beach Resort,Beach Resort - Kurunegala,62,Off Season (May-Sep),01/12/2025,5,31043,Perfect Frames,077-2346370,4.8,11,50006,Elegant Decor,077-5134788,4.6,8,121520,1960,Heritage Foods,077-9744546,4.7,13,241186,011-3010578,0,N/A,N/A,0,0,59349,Video Art Studio,077-2047582,4.5,7,49594,595224,"101,230",9600,No,Yes,Paid,130925
EV1232,Corporate Event,Jaffna,Temple Hall,Temple Hall - Jaffna,177,Regular Season,21/01/2025,3,46358,Dream Shots,077-9106263,4.3,5,54780,Stylish Setups,077-8829947,4.5,8,197744,1117,Elite Catering,077-1673134,4.8,16,23683,011-3081596,50050,Music Magic,077-3559706,4.5,7,0,N/A,N/A,0,0,31585,459331,"101,231",2595,Yes,No,Paid,142862
EV1233,Corporate Event,Jaffna,Restaurant,Restaurant - Jaffna,165,Peak Season (Dec-Jan),28/08/2024,12,40206,Vision Studios,077-9422687,4.5,7,69807,Dream Decorations,077-9369329,4.5,7,205821,1247,Elite Catering,077-3930168,4.8,16,182058,011-5846844,0,N/A,N/A,0,0,70312,Cinematic Dreams,077-3875568,4.8,12,48733,615175,"101,232",3728,No,Yes,Paid,149482
EV1234,Corporate Event,Matara,Hotel Ballroom,Hotel Ballroom - Matara,91,Regular Season,02/02/2024,6,45631,Candid Clicks,077-4901015,4.4,6,61899,Elegant Decor,077-6353527,4.6,8,216516,2379,Feast Makers,077-7591745,4.6,9,254173,011-8677871,0,N/A,N/A,0,0,0,N/A,N/A,0,0,20754,598788,"101,233",6580,No,No,Paid,135430
EV1235,Birthday,Nuwara Eliya,Temple Hall,Temple Hall - Nuwara Eliya,114,Peak Season (Dec-Jan),19/04/2025,5,56033,Perfect Frames,077-2957748,4.8,11,87634,Floral Fantasy,077-5392329,4.6,9,187028,1640,Spice Garden Catering,077-3234600,4.5,10,51303,011-2770629,62133,Elite Entertainment,077-7281373,4.8,12,0,N/A,N/A,0,0,29564,523863,"101,234",4595,Yes,No,Partial,177035
EV1236,Corporate Event,Jaffna,Temple Hall,Temple Hall - Jaffna,104,Peak Season (Dec-Jan),04/03/2025,4,43836,Dream Shots,077-2765850,4.3,5,58389,Dream Decorations,077-8838124,4.5,7,168823,1623,Delicious Bites,077-6696434,4.3,6,59778,011-4224136,42089,Music Magic,077-5445570,4.5,7,45495,Motion Pictures,077-5916190,4.6,9,29140,432696,"101,235",4160,Yes,Yes,Paid,127909
EV1237,Corporate Event,Kandy,Restaurant,Restaurant - Kandy,95,Peak Season (Dec-Jan),27/06/2025,8,41028,Candid Clicks,077-9407200,4.4,6,60664,Floral Fantasy,077-8418204,4.6,9,227021,2389,Divine Dishes,077-3911340,4.6,8,128266,011-4123878,0,N/A,N/A,0,0,63696,Dream Videos,077-8397529,4.7,10,33225,592255,"101,236",6234,No,Yes,Paid,156735
EV1238,Engagement,Nuwara Eliya,Home Garden,Home Garden - Nuwara Eliya,175,Regular Season,28/06/2025,10,32588,Golden Hour Photography,077-1817330,4.7,13,44209,Flower Paradise,077-6697615,4.8,12,398352,2276,Flavors Catering,077-8810424,4.4,7,38262,011-8817983,0,N/A,N/A,0,0,0,N/A,N/A,0,0,61462,649340,"101,237",3710,No,No,Paid,163643
EV1239,Birthday,Galle,Beach Resort,Beach Resort - Galle,47,Peak Season (Dec-Jan),17/10/2024,6,63454,Candid Clicks,077-7530639,4.4,6,101502,Floral Fantasy,077-2916492,4.6,9,119004,2532,Gourmet Lanka,077-1444343,4.9,18,391004,011-5167705,0,N/A,N/A,0,0,68696,Cinematic Dreams,077-7932687,4.8,12,13041,830310,"101,238",17666,No,Yes,Paid,290600
EV1240,Corporate Event,Nuwara Eliya,Garden Venue,Garden Venue - Nuwara Eliya,254,Peak Season (Dec-Jan),14/06/2025,3,60976,Creative Lens Studio,077-1027644,4.5,8,51690,Luxury Decor,077-5266771,4.8,14,551103,2169,Elite Catering,077-1884213,4.8,16,232170,011-3570736,53128,Sound Wave DJs,077-9063092,4.7,10,39188,Epic Moments,077-3769205,4.9,14,24823,1046573,"101,239",4120,Yes,Yes,Partial,374506
EV1241,Engagement,Negombo,Garden Venue,Garden Venue - Negombo,108,Regular Season,27/07/2024,5,42073,Moments Captured,077-2034386,4.7,12,98737,Elegant Decor,077-2131603,4.6,8,301995,2796,Delicious Bites,077-5796901,4.3,6,148391,011-2711163,0,N/A,N/A,0,0,87021,Cinema Visions,077-5668504,4.8,11,49581,715269,"101,240",6622,No,Yes,Paid,162568
EV1242,Anniversary,Colombo,Home Garden,Home Garden - Colombo,97,Regular Season,12/01/2024,6,51237,Perfect Frames,077-9217105,4.8,11,95106,Dream Decorations,077-9453083,4.5,7,211033,2175,Divine Dishes,077-3859450,4.6,8,46071,011-6974724,0,N/A,N/A,0,0,0,N/A,N/A,0,0,57171,457240,"101,241",4713,No,No,Paid,94073
EV1243,Corporate Event,Matara,Home Garden,Home Garden - Matara,218,Off Season (May-Sep),12/09/2025,5,36688,Golden Hour Photography,077-5710059,4.7,13,29021,Luxury Decor,077-4856837,4.8,14,422048,1936,Divine Dishes,077-1934068,4.6,8,27408,011-3982915,74607,Music Magic,077-6721032,4.5,7,0,N/A,N/A,0,0,49602,607973,"101,242",2788,Yes,No,Partial,211826
EV1244,Birthday,Batticaloa,Temple Hall,Temple Hall - Batticaloa,109,Off Season (May-Sep),23/11/2024,4,28079,Dream Shots,077-7370134,4.3,5,38354,Floral Fantasy,077-6214383,4.6,9,214348,1966,Taste of Ceylon,077-5793456,4.7,12,23893,011-9674538,47514,Music Magic,077-2741191,4.5,7,44161,Motion Pictures,077-9831475,4.6,9,16639,447124,"101,243",4102,Yes,Yes,Paid,167801
EV1245,Birthday,Kurunegala,Restaurant,Restaurant - Kurunegala,37,Off Season (May-Sep),25/10/2024,10,32538,Vision Studios,077-6414742,4.5,7,46305,Modern Elegance,077-8696504,4.7,10,47804,1292,Feast Makers,077-4749859,4.6,9,113904,011-6075527,41682,Rhythm Masters,077-5227980,4.6,9,32494,Dream Videos,077-6915978,4.7,10,39311,401941,"101,244",10863,Yes,Yes,Paid,106937
EV1246,Birthday,Kandy,Restaurant,Restaurant - Kandy,83,Off Season (May-Sep),25/01/2025,4,40188,Perfect Frames,077-7667408,4.8,11,50120,Creative Designs,077-9327388,4.3,5,227361,2739,Taste of Ceylon,077-5274755,4.7,12,124337,011-7692874,80336,Party Beats,077-1884752,4.5,8,98373,Cinematic Dreams,077-3385873,4.8,12,43764,659033,"101,245",7940,Yes,Yes,Paid,239879
EV1247,Engagement,Jaffna,Hotel Ballroom,Hotel Ballroom - Jaffna,192,Off Season (May-Sep),12/01/2025,3,24934,Sunset Photography,077-4384238,4.8,10,46807,Elegant Decor,077-9087865,4.6,8,396748,2066,Delicious Bites,077-7293403,4.3,6,126319,011-7917599,0,N/A,N/A,0,0,89106,Perfect Motion,077-5155007,4.4,6,47889,798714,"101,246",4159,No,Yes,Paid,185465
EV1248,Corporate Event,Anuradhapura,Restaurant,Restaurant - Anuradhapura,83,Peak Season (Dec-Jan),06/08/2024,4,51558,Dream Shots,077-9745617,4.3,5,65714,Dream Decorations,077-4012485,4.5,7,85788,1033,Taste of Ceylon,077-7415565,4.7,12,94851,011-9565971,56281,Celebration Sounds,077-6860757,4.4,6,59515,Cinema Visions,077-4164079,4.8,11,42221,474057,"101,247",5711,Yes,Yes,Paid,160377
EV1249,Wedding,Kurunegala,Beach Resort,Beach Resort - Kurunegala,396,Peak Season (Dec-Jan),01/11/2025,10,42356,Creative Lens Studio,077-1266641,4.5,8,44209,Floral Fantasy,077-4342298,4.6,9,725868,1833,Taste of Ceylon,077-2462332,4.7,12,294466,011-3866617,0,N/A,N/A,0,0,82713,Motion Pictures,077-8905856,4.6,9,38172,1210775,"101,248",3057,No,Yes,Paid,419209
EV1250,Wedding,Colombo,Convention Center,Convention Center - Colombo,362,Regular Season,27/05/2025,5,56275,Perfect Frames,077-9460150,4.8,11,83738,Floral Fantasy,077-2859364,4.6,9,654278,1807,Elite Catering,077-6550299,4.8,16,307403,011-8760569,0,N/A,N/A,0,0,0,N/A,N/A,0,0,19336,1266655,"101,249",3499,No,No,Paid,304514
EV1251,Wedding,Galle,Garden Venue,Garden Venue - Galle,345,Peak Season (Dec-Jan),11/02/2025,10,49500,Golden Hour Photography,077-6643204,4.7,13,70828,Royal Events Decor,077-1478014,4.9,15,1028375,2980,Feast Makers,077-8793185,4.6,9,251217,011-2191579,40182,DJ Paradise,077-3403439,4.7,11,64722,Dream Videos,077-7316891,4.7,10,17491,1604526,"101,250",4650,Yes,Yes,Paid,326477
EV1252,Birthday,Anuradhapura,Temple Hall,Temple Hall - Anuradhapura,86,Peak Season (Dec-Jan),18/09/2024,10,42891,Candid Clicks,077-8610341,4.4,6,61791,Flower Paradise,077-5181690,4.8,12,201717,2345,Flavors Catering,077-1914891,4.4,7,47819,011-3461839,60146,Party Beats,077-5729054,4.5,8,0,N/A,N/A,0,0,17955,486683,"101,251",5659,Yes,No,Paid,139851
EV1253,Corporate Event,Matara,Community Hall,Community Hall - Matara,92,Peak Season (Dec-Jan),10/02/2024,12,45413,Sunset Photography,077-6035780,4.8,10,85442,Dream Decorations,077-7010211,4.5,7,176695,1920,Divine Dishes,077-2384961,4.6,8,93225,011-5222006,86447,DJ Paradise,077-6600461,4.7,11,39100,Video Art Studio,077-2127758,4.5,7,53658,634303,"101,252",6894,Yes,Yes,Paid,166639
EV1254,Anniversary,Kurunegala,Temple Hall,Temple Hall - Kurunegala,104,Off Season (May-Sep),08/08/2024,3,28430,Royal Pictures,077-9423948,4.6,9,29540,Dream Decorations,077-8884051,4.5,7,162032,1558,Divine Dishes,077-9188419,4.6,8,37927,011-7025751,41642,Sound Wave DJs,077-6815820,4.7,10,0,N/A,N/A,0,0,26754,361402,"101,253",3475,Yes,No,Paid,81310
